name,address,postal_code,country,region,latitude,longitude,check_in,check_out,price,currency,rating,num_reviews,availability,stars,type,persons,room_type,nota_personal,nota_facilităţi,nota_curăţenie,nota_confort,nota_raport_calitate/preţ,nota_locaţie,nota_wifi_gratuit,vedere_la_oras,menaj_zilnic,canale_prin_satelit,zona_de_luat_masa_in_aer_liber,cada,facilitati_de_calcat,izolare_fonica,terasa_la_soare,pardoseala_de_gresie/marmura,papuci_de_casa,uscator_de_rufe,animale_de_companie,incalzire,birou,mobilier_exterior,alarma_de_fum,vedere_la_gradina,cuptor,cuptor_cu_microunde,zona_de_relaxare,canapea,intrare_privata,fier_de_calcat,masina_de_cafea,plita_de_gatit,extinctoare,cana_fierbator,gradina,ustensile_de_bucatarie,masina_de_spalat,balcon,pardoseala_de_lemn_sau_parchet,aparat_pentru_prepararea_de_ceai/cafea,zona_de_luat_masa,canale_prin_cablu,aer_conditionat,masa,suport_de_haine,cada_sau_dus,frigider,mic_dejun
Apartament Cloșca,"Closca nr.2 bl. CH1 Apt. 5, 510031 Alba Iulia, România",510031.0,România,Alba,46.0711502,23.5649231,De la 14:00 la 23:30,De la 06:00 la 10:00,649.0, lei,9.2,140,True,4.0,apartment,5.0,Apartament,9.4,9.2,9.0,9.3,9.3,9.6,9.7,True,False,True,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True,True,True,False,True,False,True,False,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
Apartament HERA,"30 Bulevardul Horea, 510001 Alba Iulia, România",510001.0,România,Alba,46.0713142,23.5658919,De la 15:00 la 00:00,De la 01:00 la 11:00,220.0, lei,10.0,1,True,3.0,apartment,2.0,Apartament cu 2 dormitoare,10.0,10.0,10.0,10.0,10.0,10.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
VilaFrancisca10,"Strada Francisca nr 10c, 590007 Alba Iulia, România",590007.0,România,Alba,46.0701068,23.5411777,De la 17:00 la 22:30,De la 07:00 la 12:00,231.0, lei,8.7,86,True,3.0,guest_house,2.0,Cameră dublă,8.6,8.3,9.0,9.0,8.5,8.5,7.5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hotel Transilvania,"P-ta Iuliu Maniu nr. 11, 510094 Alba Iulia, România",510094.0,România,Alba,46.0715708,23.5823223,De la 14:00,Până la 12:00,226.0, lei,8.8,1179,True,4.0,hotel,2.0,Cameră dublă sau twin 3*,9.1,8.7,9.1,9.1,8.6,9.2,0.0,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
White Studio Center,"Piața Iuliu Maniu nr. 7, bloc 16 MC III C, ap. 31, 510094 Alba Iulia, România",510094.0,România,Alba,46.0720369,23.5813791,De la 15:00 la 21:00,De la 08:00 la 11:00,181.0, lei,10.0,6,True,3.0,apartment,2.0,Apartament cu 1 dormitor,10.0,10.0,10.0,10.0,10.0,10.0,10.0,False,False,False,False,False,True,True,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True,True,True,False,True,False,True,True,False,True,True,True,True,True,True,True,True,True,False
"Ave, Alba!","Bulevardul Horea, nr. 27, 510127 Alba Iulia, România",510127.0,România,Alba,46.0722482,23.5668359,De la 14:00 la 22:00,De la 00:00 la 12:00,310.0, lei,9.6,959,True,4.0,guest_house,2.0,Cameră dublă 3*,9.8,9.6,9.8,9.7,9.5,9.6,9.8,False,True,True,False,False,True,True,True,False,False,False,False,False,True,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False
Bloom Apartament,"30 Bulevardul Horea, 510127 Alba Iulia, România",510127.0,România,Alba,46.0725258,23.5666567,De la 15:00 la 23:30,De la 06:00 la 11:00,190.0, lei,9.9,50,True,3.0,apartment,2.0,Apartament cu 1 dormitor,9.7,9.8,9.8,9.8,9.7,9.7,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False
La Niculai,"Strada Vasile Goldiș Nr 14 Bl.7BCD sc. D Ap 49, 510213 Alba Iulia, România",510213.0,România,Alba,46.0732725,23.5804886,De la 14:00 la 18:00,De la 10:00 la 12:00,170.0, lei,8.0,1,True,3.0,apartment,2.0,Apartament cu 1 dormitor,5.0,7.5,5.0,7.5,5.0,7.5,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Hotel Prestige,"str. V Alecsandri, nr. 60, 510165 Alba Iulia, România",510165.0,România,Alba,46.0780103,23.5734895,De la 14:00 la 00:00,De la 07:00 la 10:00,230.0, lei,8.4,447,True,3.0,hotel,2.0,Cameră dublă sau twin,8.6,8.3,8.6,8.4,8.5,8.4,8.5,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Camarad’s house - lovely apartment in Alba Iulia,"Strada B.P. Hasdeu 3, bl. B2, parter, ap. 4, 510072 Alba Iulia, România",510072.0,România,Alba,46.0775919,23.5641675,De la 16:00,Până la 13:00,296.0, lei,8.4,10,True,3.0,apartment,3.0,Apartament cu 2 dormitoare,8.3,9.0,8.5,8.5,8.5,9.0,10.0,False,False,False,False,True,True,False,False,True,True,False,True,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,False,True,True,False,True,True,False,True,False,False,True,True,True,False
Casa cu Nuc GRILL&POOL,"Vasile Alecsandri Nr.39, 510138 Alba Iulia, România",510138.0,România,Alba,46.0762092,23.5755278,De la 14:00 la 22:00,De la 08:00 la 12:00,260.0, lei,9.9,447,True,4.0,hotel,2.0,Cameră dublă cu vedere la grădină.,10.0,10.0,10.0,10.0,9.9,9.9,9.9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Apartament Mamut,"Calea Moților 170, Bl. A, Ap. 11, 510065 Alba Iulia, România",510065.0,România,Alba,46.086958,23.5581585,De la 13:00 la 20:00,De la 10:00 la 12:00,360.0, lei,10.0,3,True,3.0,apartment,2.0,Apartament cu 1 dormitor,10.0,10.0,10.0,10.0,10.0,10.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Pensiunea Heaven,"256 Calea Moților, 510001 Alba Iulia, România",510001.0,România,Alba,46.0955364,23.5535531,De la 14:00 la 21:00,De la 07:00 la 11:00,250.0, lei,9.7,79,True,3.0,guest_house,2.0,Cameră dublă cu vedere la grădină.,9.9,9.7,9.9,9.8,9.8,9.4,10.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,True,False,False,True,False,False
Pensiunea La Cernat,"Comuna.Șugag,strada Groseștilor,nr.48, 517775 Șugag, România",517775.0,România,Alba,45.780704,23.612303,De la 15:00 la 22:00,De la 07:00 la 13:00,150.0, lei,9.6,103,True,3.0,guest_house,2.0,Cameră dublă cu baie privată,9.7,9.6,9.8,9.6,9.8,9.4,9.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Hotel Astoria,"DN1, km 387, Sintimbru - iesire din Alba Iulia, 517675 Alba Iulia, România",517675.0,România,Alba,46.1226561,23.622188,De la 14:00,Până la 12:00,250.0, lei,8.7,367,True,3.0,hotel,2.0,Cameră standard,8.7,8.6,8.7,8.8,8.7,8.5,0.0,False,True,True,False,False,True,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,True,True,True,True,False,False
Pensiunea Perla Martiniei NSD,"Valea Martiniei, Nr. 81 A, zona Transalpina, 515800 Martinie, România",515800.0,România,Alba,45.784647,23.587792,De la 15:00 la 21:30,De la 08:00 la 12:00,322.0, lei,9.6,237,True,5.0,guest_house,2.0,Cameră dublă buget,9.6,9.5,9.7,9.7,9.4,9.7,9.4,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False
Casa de vacanta Dana,"str.regele mihai I ,nr.59, 517778 Șugag, România",517778.0,România,Alba,45.763248,23.652266,De la 14:00 la 22:00,De la 08:00 la 11:30,156.0, lei,9.7,43,True,3.0,lodge,2.0,"Cameră twin standard, cu baie comună",9.9,9.6,9.9,9.8,9.7,9.6,9.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
CASA SPERANTA,"125A Strada Ion Creangă, 515600 Cugir, România",515600.0,România,Alba,45.8365568,23.3604242,De la 15:00 la 22:00,De la 07:00 la 12:00,469.0, lei,10.0,3,True,3.0,holiday_home,2.0,Casă cu 3 dormitoare,10.0,10.0,10.0,10.0,10.0,9.2,0.0,True,False,False,True,False,True,False,True,True,False,True,False,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,True,False,True,True,True,True,False
ibis Styles Arad,"Calea Aurel Vlaicu, Nr. 306, 310375 Arad, România",310375.0,România,Arad,46.203244,21.247761,De la 15:00 la 00:00,De la 04:00 la 12:00,397.0, lei,9.2,2549,True,3.0,hotel,2.0,Cameră dublă standard,9.3,9.2,9.5,9.4,8.8,9.0,8.7,True,True,True,False,False,False,True,True,False,False,False,True,False,True,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False
Continental Forum Arad,"310130 Arad, 79-81Revolutiei Blvd, 310130 Arad, România",310130.0,România,Arad,46.1742364,21.3180363,De la 15:00,Până la 12:00,490.0, lei,8.4,3770,True,4.0,hotel,2.0,Cameră twin standard,8.8,8.1,8.4,8.4,8.0,9.2,8.3,True,True,False,False,False,False,False,False,False,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False
Hotel President,"Calea Timisorii, nr. 164, 310227 Arad, România",310227.0,România,Arad,46.1422288,21.3211852,De la 14:00,Până la 12:00,230.0, lei,7.2,1790,True,3.0,hotel,2.0,Cameră dublă,8.3,7.1,7.2,7.3,7.5,8.1,8.2,True,False,False,False,True,False,True,True,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,True,True,True,False,False
Boul Rosu Residence,"Str. Tribunul Dobra, 22, 310000 Arad, România",310000.0,România,Arad,46.1677497,21.3197191,De la 14:00 la 20:00,De la 07:00 la 12:00,140.0, lei,8.5,1533,True,3.0,apartment,2.0,Cameră dublă,9.1,8.3,8.6,8.4,8.7,8.8,8.8,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,True,True,False
Pensiunea Johanna,"Calea Radnei, Nr 109, 317380 Arad, România",317380.0,România,Arad,46.1800124,21.3459206,De la 14:00 la 00:00,Disponibil 24 de ore,149.0, lei,7.8,1300,True,3.0,guest_house,2.0,Cameră dublă sau twin,8.4,7.6,7.9,7.9,8.3,7.9,8.1,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False
Hera's Modern Home,"Calea Aurel Vlaicu, Nr.57, 310353 Arad, România",310353.0,România,Arad,46.1913983,21.3082369,De la 13:00,Până la 11:00,162.0, lei,7.5,310,True,3.0,apartment,2.0,Studio,8.4,7.4,7.7,7.4,8.1,7.6,8.1,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False
Pensiunea Lunca,"Padurea Ceala, FN, 310059 Arad, România",310059.0,România,Arad,46.1485339,21.2500935,De la 12:00 la 22:00,De la 07:00 la 12:00,180.0, lei,8.6,285,True,3.0,guest_house,2.0,Cameră dublă sau twin,9.1,8.4,8.7,8.4,8.9,9.1,7.9,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False
WhiteHouse,"Strada Tribunul Dobra Nr 1 Ap 11, 310101 Arad, România",310101.0,România,Arad,46.1694893,21.3172139,,,266.0, lei,9.6,108,True,3.0,apartment,2.0,Apartament cu 2 dormitoare,9.7,9.5,9.7,9.6,9.6,9.3,10.0,True,False,True,False,False,True,True,False,True,False,True,False,True,False,False,False,False,True,True,False,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False
Sika Palladium Central Apartment,"111 Strada Episcop Roman Ciorogariu, 310057 Arad, România",310057.0,România,Arad,46.1721847,21.2964418,Disponibil 24 de ore,De la 00:00 la 11:00,500.0, lei,9.9,14,True,3.0,apartment,2.0,Apartament cu 2 dormitoare,10.0,10.0,10.0,10.0,9.8,10.0,0.0,False,False,False,True,True,True,True,False,True,False,True,False,False,True,False,False,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False
Hotel Maxim,"Calea Radnei 122, 310267 Arad, România",310267.0,România,Arad,46.1803801,21.3431525,De la 14:00 la 00:00,De la 00:00 la 12:00,279.0, lei,8.6,2881,True,3.0,hotel,2.0,Cameră dublă,9.3,8.3,8.6,8.5,8.7,8.3,8.7,False,True,True,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,True,False
Stejarii Resort,"Strada Lacului, Nr 3, 315300 Ineu, România",315300.0,România,Arad,46.4115303,21.8240166,De la 14:00 la 00:00,De la 00:00 la 12:00,422.0, lei,9.6,192,True,3.0,hotel,2.0,Cameră twin superioară,9.8,9.6,9.8,9.7,9.3,9.3,9.3,False,True,False,False,False,False,True,True,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Pensiune Xe-Mar,"Calea Timisorii Nr. 13, 310253 Arad, România",310253.0,România,Arad,46.1565625,21.3220166,De la 14:00,Până la 11:00,200.0, lei,8.2,582,True,3.0,guest_house,2.0,Cameră dublă,8.9,8.0,8.6,8.3,8.5,8.6,8.3,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
Hotel Iris,"Capitan Ignat 1, 310054 Arad, România",310054.0,România,Arad,46.1715617,21.3041532,De la 12:30 la 22:00,De la 03:00 la 12:00,317.0, lei,8.1,746,True,3.0,hotel,2.0,Cameră dublă,8.6,7.9,8.3,8.1,8.1,8.2,8.5,False,True,True,True,False,True,True,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,False,True,True,True,False
CENTRAL Apartament Urbana,"Arad, Str.Calea Iuliu Maniu, nr. 52-54, et.7, ap.70, 310167 Arad, România",310167.0,România,Arad,46.1814648,21.3302489,De la 17:00 la 00:00,De la 08:00 la 11:00,243.0, lei,9.5,54,True,4.0,apartment,3.0,Apartament cu 1 dormitor,9.8,9.7,9.3,9.3,9.5,9.6,10.0,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,False,True,True,False,True,True,True,False,True,False
Casa Maria Magdalena,"Strada Morilor, Nr. 257, 315400 Lipova, România",315400.0,România,Arad,46.0940951,21.6864228,De la 12:30 la 21:30,De la 00:00 la 10:30,298.0, lei,9.3,131,True,3.0,motel,2.0,Cameră dublă sau twin,9.5,9.2,9.5,9.3,9.4,9.1,9.0,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False
Sika DeLuxe Apartment,"23 Strada Udrea ,bl. B, sc. B, ap. 6, 310171 Arad, România",310171.0,România,Arad,46.1833496,21.3273669,Disponibil 24 de ore,Până la 11:00,500.0, lei,9.9,55,True,3.0,apartment,2.0,Apartament cu 2 dormitoare,10.0,10.0,9.9,10.0,9.9,9.8,0.0,False,False,False,False,True,True,False,False,True,True,True,False,False,True,False,False,False,True,True,False,True,False,True,True,True,False,True,False,True,True,False,False,True,True,False,True,True,False,True,True,False
Sika Royal Central Apartment,"111 Strada Episcop Roman Ciorogariu, 310057 Arad, România",310057.0,România,Arad,46.1721847,21.2964418,Disponibil 24 de ore,De la 00:00 la 11:00,500.0, lei,10.0,6,True,3.0,apartment,2.0,Apartament cu 1 dormitor,10.0,10.0,10.0,10.0,10.0,10.0,0.0,False,False,False,True,False,True,True,False,True,False,True,False,False,True,False,False,False,True,True,False,True,True,True,True,True,False,True,True,True,True,False,False,True,True,False,True,True,True,False,True,False
